AwardsRowID,awardName,year,leagueID,personID,pointsWon,pointsMax,votesFirst,tie,notes,isShared
12811,Rookie of the Year,2011,AL,waldejo01,1.0,140.0,0.0,NULL,NULL,Y
12812,BBWAA Manager of the Year,2011,AL,washiro01,31.0,140.0,1.0,NULL,NULL,Y
12813,Cy Young,2011,AL,weaveje02,97.0,196.0,0.0,NULL,NULL,Y
12814,Gold Glove,2011,AL,wietema01,NULL,NULL,NULL,NULL,C,N
12815,Cy Young,2011,AL,wilsocj01,9.0,196.0,0.0,NULL,NULL,Y
12816,Rookie of the Year,2011,NL,worleva01,40.0,160.0,0.0,NULL,NULL,Y
12817,MVP,2011,AL,youngmi02,96.0,392.0,1.0,NULL,NULL,Y
12818,Lou Gehrig Memorial Award,2011,ML,zimmery01,NULL,NULL,NULL,NULL,NULL,N
12819,MVP,2011,AL,zobribe01,7.0,392.0,0.0,NULL,NULL,Y
12820,Rookie of the Year,2012,NL,alonsyo01,1.0,160.0,0.0,NULL,NULL,Y
12821,Rookie of the Year,2012,NL,aokino01,11.0,160.0,0.0,NULL,NULL,Y
12822,BBWAA Manager of the Year,2012,NL,bakerdu01,77.0,160.0,5.0,NULL,NULL,Y
12823,Gold Glove,2012,NL,barneda01,NULL,NULL,NULL,NULL,2B,N
12824,Gold Glove,2012,AL,beltrad01,NULL,NULL,NULL,NULL,3B,N
12825,MVP,2012,AL,beltrad01,210.0,392.0,0.0,NULL,NULL,Y
12826,MVP,2012,NL,beltrca01,6.0,448.0,0.0,NULL,NULL,Y
12827,BBWAA Manager of the Year,2012,NL,blackbu02,1.0,160.0,0.0,NULL,NULL,Y
12828,BBWAA Manager of the Year,2012,NL,bochybr01,61.0,160.0,4.0,NULL,NULL,Y
12829,MVP,2012,NL,bournmi01,12.0,448.0,0.0,NULL,NULL,Y
12830,Silver Slugger,2012,NL,braunry01,NULL,NULL,NULL,NULL,OF,N
12831,MVP,2012,NL,braunry02,285.0,448.0,10.0,NULL,NULL,Y
12832,Silver Slugger,2012,NL,bruceja01,NULL,NULL,NULL,NULL,OF,N
12833,MVP,2012,NL,bruceja01,46.0,448.0,0.0,NULL,NULL,Y
12834,Gold Glove,2012,NL,buehrma01,NULL,NULL,NULL,NULL,P,N
12835,Silver Slugger,2012,AL,butlebi03,NULL,NULL,NULL,NULL,DH,N
12836,All-Star Game MVP,2012,NL,cabreme01,NULL,NULL,NULL,NULL,NULL,N
12837,Hank Aaron Award,2012,AL,cabremi01,NULL,NULL,NULL,NULL,NULL,N
12838,Most Valuable Player,2012,AL,cabremi01,NULL,NULL,NULL,NULL,NULL,N
12839,Silver Slugger,2012,AL,cabremi01,NULL,NULL,NULL,NULL,3B,N
12840,Triple Crown,2012,AL,cabremi01,NULL,NULL,NULL,NULL,NULL,N
12841,TSN Major League Player of the Year,2012,ML,cabremi01,NULL,NULL,NULL,NULL,NULL,N
12842,MVP,2012,AL,cabremi01,362.0,392.0,22.0,NULL,NULL,Y
12843,Cy Young,2012,NL,cainma01,22.0,224.0,0.0,NULL,NULL,Y
12844,Gold Glove,2012,AL,canoro01,NULL,NULL,NULL,NULL,2B,N
12845,Silver Slugger,2012,AL,canoro01,NULL,NULL,NULL,NULL,2B,N
12846,MVP,2012,AL,canoro01,149.0,392.0,0.0,NULL,NULL,Y
12847,Rookie of the Year,2012,NL,carpema01,1.0,160.0,0.0,NULL,NULL,Y
12848,MVP,2012,AL,cespeyo01,41.0,392.0,0.0,NULL,NULL,Y
12849,Rookie of the Year,2012,AL,cespeyo01,63.0,140.0,0.0,NULL,NULL,Y
12850,MVP,2012,NL,chapmar01,20.0,448.0,0.0,NULL,NULL,Y
12851,Cy Young,2012,NL,chapmar01,1.0,224.0,0.0,NULL,NULL,Y
12852,Rookie of the Year,2012,AL,chenwe02,2.0,140.0,0.0,NULL,NULL,Y
12853,MVP,2012,NL,craigal01,10.0,448.0,0.0,NULL,NULL,Y
12854,MVP,2012,NL,cuetojo01,2.0,448.0,0.0,NULL,NULL,Y
12855,Cy Young,2012,NL,cuetojo01,75.0,224.0,1.0,NULL,NULL,Y
12856,Cy Young,2012,AL,darviyu01,1.0,196.0,0.0,NULL,NULL,Y
12857,Rookie of the Year,2012,AL,darviyu01,46.0,140.0,0.0,NULL,NULL,Y
12858,Silver Slugger,2012,NL,desmoia01,NULL,NULL,NULL,NULL,SS,N
12859,MVP,2012,NL,desmoia01,15.0,448.0,0.0,NULL,NULL,Y
12860,Branch Rickey Award,2012,ML,dickera01,NULL,NULL,NULL,NULL,NULL,N
12861,Cy Young Award,2012,NL,dickera01,NULL,NULL,NULL,NULL,NULL,N
12862,TSN Pitcher of the Year,2012,NL,dickera01,NULL,NULL,NULL,NULL,NULL,N
12863,MVP,2012,NL,dickera01,16.0,448.0,0.0,NULL,NULL,Y
12864,Cy Young,2012,NL,dickera01,209.0,224.0,27.0,NULL,NULL,Y
12865,MVP,2012,AL,encared01,33.0,392.0,0.0,NULL,NULL,Y
12866,Silver Slugger,2012,AL,fieldpr01,NULL,NULL,NULL,NULL,1B,N
12867,MVP,2012,AL,fieldpr01,56.0,392.0,0.0,NULL,NULL,Y
12868,Rookie of the Year,2012,NL,frazito01,45.0,160.0,3.0,NULL,NULL,Y
12869,BBWAA Manager of the Year,2012,AL,girarjo01,5.0,140.0,0.0,NULL,NULL,Y
12870,Gold Glove,2012,NL,gonzaca01,NULL,NULL,NULL,NULL,LF,N
12871,BBWAA Manager of the Year,2012,NL,gonzafr99,17.0,160.0,0.0,NULL,NULL,Y
12872,MVP,2012,NL,gonzagi01,8.0,448.0,0.0,NULL,NULL,Y
12873,Cy Young,2012,NL,gonzagi01,93.0,224.0,1.0,NULL,NULL,Y
12874,Gold Glove,2012,AL,gordoal01,NULL,NULL,NULL,NULL,LF,N
12875,Cy Young,2012,NL,hamelco01,1.0,224.0,0.0,NULL,NULL,Y
12876,Silver Slugger,2012,AL,hamiljo03,NULL,NULL,NULL,NULL,OF,N
12877,MVP,2012,AL,hamiljo03,127.0,392.0,0.0,NULL,NULL,Y
12878,Gold Glove,2012,AL,hardyjj01,NULL,NULL,NULL,NULL,SS,N
12879,Rookie of the Year,2012,NL,harpebr03,NULL,NULL,NULL,NULL,NULL,N
12880,MVP,2012,NL,harpebr03,2.0,448.0,0.0,NULL,NULL,Y
12881,Rookie of the Year,2012,NL,harpebr03,112.0,160.0,16.0,NULL,NULL,Y
12882,Cy Young,2012,AL,harrima01,2.0,196.0,0.0,NULL,NULL,Y
12883,Gold Glove,2012,NL,headlch01,NULL,NULL,NULL,NULL,3B,N
12884,Silver Slugger,2012,NL,headlch01,NULL,NULL,NULL,NULL,3B,N
12885,MVP,2012,NL,headlch01,127.0,448.0,0.0,NULL,NULL,Y
12886,Gold Glove,2012,AL,hellije01,NULL,NULL,NULL,NULL,P,N
12887,MVP,2012,AL,hernafe02,2.0,392.0,0.0,NULL,NULL,Y
12888,Cy Young,2012,AL,hernafe02,41.0,196.0,0.0,NULL,NULL,Y
12889,Gold Glove,2012,NL,heywaja01,NULL,NULL,NULL,NULL,RF,N
12890,MVP,2012,NL,heywaja01,4.0,448.0,0.0,NULL,NULL,Y
12891,Silver Slugger,2012,NL,hillaa01,NULL,NULL,NULL,NULL,2B,N
12892,MVP,2012,NL,hillaa01,6.0,448.0,0.0,NULL,NULL,Y
12893,MVP,2012,NL,hollima01,34.0,448.0,0.0,NULL,NULL,Y
12894,MVP,2012,AL,ibanera01,1.0,392.0,0.0,NULL,NULL,Y
12895,Silver Slugger,2012,AL,jeterde01,NULL,NULL,NULL,NULL,SS,N
12896,MVP,2012,AL,jeterde01,77.0,392.0,0.0,NULL,NULL,Y
12897,BBWAA Manager of the Year,2012,NL,johnsda02,NULL,NULL,NULL,NULL,NULL,N
12898,TSN Manager of the Year,2012,NL,johnsda02,NULL,NULL,NULL,NULL,NULL,N
12899,BBWAA Manager of the Year,2012,NL,johnsda02,131.0,160.0,23.0,NULL,NULL,Y
12900,Rolaids Relief Man Award,2012,AL,johnsji04,NULL,NULL,NULL,NULL,NULL,N
12901,MVP,2012,AL,johnsji04,22.0,392.0,0.0,NULL,NULL,Y
12902,Cy Young,2012,AL,johnsji04,5.0,196.0,0.0,NULL,NULL,Y
12903,Gold Glove,2012,AL,jonesad01,NULL,NULL,NULL,NULL,CF,N
12904,MVP,2012,AL,jonesad01,120.0,392.0,0.0,NULL,NULL,Y
12905,MVP,2012,NL,jonesch06,1.0,448.0,0.0,NULL,NULL,Y
12906,Roberto Clemente Award,2012,ML,kershcl01,NULL,NULL,NULL,NULL,NULL,N
12907,MVP,2012,NL,kershcl01,15.0,448.0,0.0,NULL,NULL,Y
12908,Cy Young,2012,NL,kershcl01,96.0,224.0,2.0,NULL,NULL,Y
12909,Rolaids Relief Man Award,2012,NL,kimbrcr01,NULL,NULL,NULL,NULL,NULL,N
12910,MVP,2012,NL,kimbrcr01,73.0,448.0,0.0,NULL,NULL,Y
12911,Cy Young,2012,NL,kimbrcr01,41.0,224.0,1.0,NULL,NULL,Y
12912,Gold Glove,2012,NL,larocad01,NULL,NULL,NULL,NULL,1B,N
12913,Silver Slugger,2012,NL,larocad01,NULL,NULL,NULL,NULL,1B,N
12914,MVP,2012,NL,larocad01,86.0,448.0,0.0,NULL,NULL,Y
12915,BBWAA Manager of the Year,2012,AL,leylaji99,2.0,140.0,0.0,NULL,NULL,Y
12916,Cy Young,2012,NL,lohseky01,6.0,224.0,0.0,NULL,NULL,Y
12917,BBWAA Manager of the Year,2012,AL,maddojo99,7.0,140.0,0.0,NULL,NULL,Y
12918,BBWAA Manager of the Year,2012,NL,mathemi01,1.0,160.0,0.0,NULL,NULL,Y
12919,MVP,2012,AL,mauerjo01,6.0,392.0,0.0,NULL,NULL,Y
12920,Gold Glove,2012,NL,mccutan01,NULL,NULL,NULL,NULL,CF,N
12921,Silver Slugger,2012,NL,mccutan01,NULL,NULL,NULL,NULL,OF,N
12922,MVP,2012,NL,mccutan01,245.0,448.0,1.0,NULL,NULL,Y
12923,MVP,2012,NL,medlekr01,8.0,448.0,0.0,NULL,NULL,Y
12924,BBWAA Manager of the Year,2012,AL,melvibo01,NULL,NULL,NULL,NULL,NULL,N
12925,BBWAA Manager of the Year,2012,AL,melvibo01,116.0,140.0,16.0,NULL,NULL,Y
12926,Rookie of the Year,2012,NL,mileywa01,105.0,160.0,12.0,NULL,NULL,Y
12927,Gold Glove,2012,NL,molinya01,NULL,NULL,NULL,NULL,C,N
12928,MVP,2012,NL,molinya01,241.0,448.0,1.0,NULL,NULL,Y
12929,MVP,2012,NL,montemi01,1.0,448.0,0.0,NULL,NULL,Y
12930,Rookie of the Year,2012,NL,pachejo01,1.0,160.0,0.0,NULL,NULL,Y
12931,MVP,2012,NL,paganan01,1.0,448.0,0.0,NULL,NULL,Y
12932,Rookie of the Year,2012,AL,parkeja02,1.0,140.0,0.0,NULL,NULL,Y
12933,MVP,2012,NL,pencehu01,1.0,448.0,0.0,NULL,NULL,Y
12934,MVP,2012,NL,phillbr01,18.0,448.0,0.0,NULL,NULL,Y
12935,Silver Slugger,2012,AL,pierzaj01,NULL,NULL,NULL,NULL,C,N
12936,Comeback Player of the Year,2012,NL,poseybu01,NULL,NULL,NULL,NULL,NULL,N
12937,Hank Aaron Award,2012,NL,poseybu01,NULL,NULL,NULL,NULL,NULL,N
12938,Most Valuable Player,2012,NL,poseybu01,NULL,NULL,NULL,NULL,NULL,N
12939,Silver Slugger,2012,NL,poseybu01,NULL,NULL,NULL,NULL,C,N
12940,MVP,2012,NL,poseybu01,422.0,448.0,20.0,NULL,NULL,Y
12941,MVP,2012,NL,pradoma01,8.0,448.0,0.0,NULL,NULL,Y
12942,Cy Young Award,2012,AL,priceda01,NULL,NULL,NULL,NULL,NULL,N
12943,TSN Pitcher of the Year,2012,AL,priceda01,NULL,NULL,NULL,Y,NULL,N
12944,MVP,2012,AL,priceda01,26.0,392.0,0.0,NULL,NULL,Y
12945,Cy Young,2012,AL,priceda01,153.0,196.0,14.0,NULL,NULL,Y
12946,MVP,2012,AL,pujolal01,8.0,392.0,0.0,NULL,NULL,Y
12947,MVP,2012,NL,ramirar01,47.0,448.0,0.0,NULL,NULL,Y
12948,Gold Glove,2012,AL,reddijo01,NULL,NULL,NULL,NULL,RF,N
12949,MVP,2012,AL,reddijo01,14.0,392.0,0.0,NULL,NULL,Y
12950,MVP,2012,AL,riosal01,17.0,392.0,0.0,NULL,NULL,Y
12951,Comeback Player of the Year,2012,AL,rodnefe01,NULL,NULL,NULL,NULL,NULL,N
12952,MVP,2012,AL,rodnefe01,24.0,392.0,0.0,NULL,NULL,Y
12953,Cy Young,2012,AL,rodnefe01,38.0,196.0,1.0,NULL,NULL,Y
12954,Gold Glove,2012,NL,rolliji01,NULL,NULL,NULL,NULL,SS,N
12955,Rookie of the Year,2012,NL,rosarwi01,12.0,160.0,1.0,NULL,NULL,Y
12956,MVP,2012,NL,ruizca01,4.0,448.0,0.0,NULL,NULL,Y
12957,Cy Young,2012,AL,salech01,17.0,196.0,0.0,NULL,NULL,Y
12958,Babe Ruth Award,2012,NL,sandopa01,NULL,NULL,NULL,NULL,P,N
12959,World Series MVP,2012,ML,sandopa01,NULL,NULL,NULL,NULL,NULL,N
12960,NLCS MVP,2012,NL,scutama01,NULL,NULL,NULL,NULL,NULL,N
12961,TSN Manager of the Year,2012,AL,showabu99,NULL,NULL,NULL,NULL,NULL,N
12962,BBWAA Manager of the Year,2012,AL,showabu99,108.0,140.0,12.0,NULL,NULL,Y
12963,MVP,2012,NL,soriaal01,8.0,448.0,0.0,NULL,NULL,Y
12964,MVP,2012,AL,soriara01,5.0,392.0,0.0,NULL,NULL,Y
12965,MVP,2012,NL,stantmi03,7.0,448.0,0.0,NULL,NULL,Y
12966,Silver Slugger,2012,NL,strasst01,NULL,NULL,NULL,NULL,P,N
12967,Gold Glove,2012,AL,teixema01,NULL,NULL,NULL,NULL,1B,N
12968,Rookie of the Year,2012,AL,troutmi01,NULL,NULL,NULL,NULL,NULL,N
12969,Silver Slugger,2012,AL,troutmi01,NULL,NULL,NULL,NULL,OF,N
12970,MVP,2012,AL,troutmi01,281.0,392.0,6.0,NULL,NULL,Y
12971,Rookie of the Year,2012,AL,troutmi01,140.0,140.0,28.0,NULL,NULL,Y
12972,BBWAA Manager of the Year,2012,AL,venturo01,12.0,140.0,0.0,NULL,NULL,Y
12973,TSN Pitcher of the Year,2012,AL,verlaju01,NULL,NULL,NULL,Y,NULL,N
12974,MVP,2012,AL,verlaju01,58.0,392.0,0.0,NULL,NULL,Y
12975,Cy Young,2012,AL,verlaju01,149.0,196.0,13.0,NULL,NULL,Y
12976,MVP,2012,NL,vottojo01,16.0,448.0,0.0,NULL,NULL,Y
12977,BBWAA Manager of the Year,2012,AL,washiro01,2.0,140.0,0.0,NULL,NULL,Y
12978,MVP,2012,AL,weaveje02,2.0,392.0,0.0,NULL,NULL,Y
12979,Cy Young,2012,AL,weaveje02,70.0,196.0,0.0,NULL,NULL,Y
12980,Gold Glove,2012,AL,wietema01,NULL,NULL,NULL,NULL,C,N
12981,MVP,2012,AL,wietema01,4.0,392.0,0.0,NULL,NULL,Y
12982,Silver Slugger,2012,AL,willijo03,NULL,NULL,NULL,NULL,OF,N
12983,MVP,2012,NL,wrighda03,86.0,448.0,0.0,NULL,NULL,Y
12984,ALCS MVP,2012,AL,youngde03,NULL,NULL,NULL,NULL,NULL,N
12985,MVP,2012,NL,zimmery01,7.0,448.0,0.0,NULL,NULL,Y
12986,Hutch Award,2012,ML,zitoba01,NULL,NULL,NULL,NULL,NULL,N
12987,MVP,2012,AL,zobribe01,7.0,392.0,0.0,NULL,NULL,Y
12988,Rookie of the Year,2013,AL,allenco01,2.0,150.0,0.0,NULL,NULL,Y
12989,Silver Slugger,2013,NL,alvarpe01,NULL,NULL,NULL,NULL,3B,N
12990,Rookie of the Year,2013,AL,archech01,35.0,150.0,1.0,NULL,NULL,Y
12991,Gold Glove,2013,NL,arenano01,NULL,NULL,NULL,NULL,3B,N
12992,Rookie of the Year,2013,NL,arenano01,1.0,150.0,0.0,NULL,NULL,Y
12993,MVP,2013,AL,beltrad01,99.0,420.0,0.0,NULL,NULL,Y
12994,Roberto Clemente Award,2013,ML,beltrca01,NULL,NULL,NULL,NULL,NULL,N
12995,Silver Slugger,2013,NL,bruceja01,NULL,NULL,NULL,NULL,OF,N
12996,MVP,2013,NL,bruceja01,30.0,420.0,0.0,NULL,NULL,Y
12997,Cy Young,2013,NL,bumgama01,3.0,210.0,0.0,NULL,NULL,Y
12998,Hank Aaron Award,2013,AL,cabremi01,NULL,NULL,NULL,NULL,NULL,N
12999,Most Valuable Player,2013,AL,cabremi01,NULL,NULL,NULL,NULL,NULL,N
13000,Silver Slugger,2013,AL,cabremi01,NULL,NULL,NULL,NULL,3B,N
13001,TSN Major League Player of the Year,2013,ML,cabremi01,NULL,NULL,NULL,NULL,NULL,N
13002,MVP,2013,AL,cabremi01,385.0,420.0,23.0,NULL,NULL,Y
13003,Silver Slugger,2013,AL,canoro01,NULL,NULL,NULL,NULL,2B,N
13004,MVP,2013,AL,canoro01,150.0,420.0,0.0,NULL,NULL,Y
13005,Silver Slugger,2013,NL,carpema01,NULL,NULL,NULL,NULL,2B,N
13006,MVP,2013,NL,carpema01,194.0,420.0,0.0,NULL,NULL,Y
13007,MVP,2013,NL,choosh01,23.0,420.0,0.0,NULL,NULL,Y
13008,Cy Young,2013,AL,colonba01,25.0,210.0,0.0,NULL,NULL,Y
13009,MVP,2013,NL,craigal01,4.0,420.0,0.0,NULL,NULL,Y
13010,MVP,2013,AL,crispco01,3.0,420.0,0.0,NULL,NULL,Y
13011,Silver Slugger,2013,NL,cuddymi01,NULL,NULL,NULL,NULL,OF,N
13012,MVP,2013,NL,cuddymi01,3.0,420.0,0.0,NULL,NULL,Y
13013,MVP,2013,AL,darviyu01,1.0,420.0,0.0,NULL,NULL,Y
13014,Cy Young,2013,AL,darviyu01,93.0,210.0,0.0,NULL,NULL,Y
13015,Silver Slugger,2013,AL,davisch02,NULL,NULL,NULL,NULL,1B,N
13016,MVP,2013,AL,davisch02,232.0,420.0,1.0,NULL,NULL,Y
13017,Silver Slugger,2013,NL,desmoia01,NULL,NULL,NULL,NULL,SS,N
13018,Gold Glove,2013,AL,dickera01,NULL,NULL,NULL,NULL,P,N
13019,MVP,2013,AL,donaljo02,222.0,420.0,1.0,NULL,NULL,Y
13020,MVP,2013,AL,ellsbja01,3.0,420.0,0.0,NULL,NULL,Y
13021,MVP,2013,AL,encared01,7.0,420.0,0.0,NULL,NULL,Y
13022,TSN Manager of the Year,2013,AL,farrejo03,NULL,NULL,NULL,NULL,NULL,N
13023,BBWAA Manager of the Year,2013,AL,farrejo03,96.0,150.0,12.0,NULL,NULL,Y
13024,Rookie of the Year,2013,NL,fernajo02,NULL,NULL,NULL,NULL,NULL,N
13025,Cy Young,2013,NL,fernajo02,62.0,210.0,0.0,NULL,NULL,Y
13026,Rookie of the Year,2013,NL,fernajo02,142.0,150.0,26.0,NULL,NULL,Y
13027,BBWAA Manager of the Year,2013,AL,francte01,NULL,NULL,NULL,NULL,NULL,N
13028,BBWAA Manager of the Year,2013,AL,francte01,112.0,150.0,16.0,NULL,NULL,Y
13029,MVP,2013,NL,freemfr01,154.0,420.0,0.0,NULL,NULL,Y
13030,Rookie of the Year,2013,NL,gattiev01,1.0,150.0,0.0,NULL,NULL,Y
13031,BBWAA Manager of the Year,2013,AL,girarjo01,11.0,150.0,0.0,NULL,NULL,Y
13032,Gold Glove,2013,NL,goldspa01,NULL,NULL,NULL,NULL,1B,N
13033,Hank Aaron Award,2013,NL,goldspa01,NULL,NULL,NULL,NULL,NULL,N
13034,Silver Slugger,2013,NL,goldspa01,NULL,NULL,NULL,NULL,1B,N
13035,MVP,2013,NL,goldspa01,242.0,420.0,0.0,NULL,NULL,Y
13036,Gold Glove,2013,NL,gomezca01,NULL,NULL,NULL,NULL,CF,N
13037,MVP,2013,NL,gomezca01,43.0,420.0,0.0,NULL,NULL,Y
13038,MVP,2013,NL,gonzaad01,4.0,420.0,0.0,NULL,NULL,Y
13039,Gold Glove,2013,NL,gonzaca01,NULL,NULL,NULL,NULL,LF,N
13040,BBWAA Manager of the Year,2013,NL,gonzafr99,43.0,150.0,3.0,NULL,NULL,Y
13041,Gold Glove,2013,AL,gordoal01,NULL,NULL,NULL,NULL,LF,N
13042,Silver Slugger,2013,NL,greinza01,NULL,NULL,NULL,NULL,P,N
13043,Cy Young,2013,NL,greinza01,19.0,210.0,0.0,NULL,NULL,Y
13044,Rookie of the Year,2013,NL,gyorkje01,2.0,150.0,0.0,NULL,NULL,Y
13045,Gold Glove,2013,AL,hardyjj01,NULL,NULL,NULL,NULL,SS,N
13046,Silver Slugger,2013,AL,hardyjj01,NULL,NULL,NULL,NULL,SS,N
13047,Cy Young,2013,NL,harvema01,39.0,210.0,0.0,NULL,NULL,Y
13048,MVP,2013,AL,hernafe02,1.0,420.0,0.0,NULL,NULL,Y
13049,Cy Young,2013,AL,hernafe02,6.0,210.0,0.0,NULL,NULL,Y
13050,MVP,2013,AL,hollagr01,3.0,420.0,0.0,NULL,NULL,Y
13051,Cy Young,2013,AL,hollagr01,4.0,210.0,0.0,NULL,NULL,Y
13052,MVP,2013,NL,hollima01,2.0,420.0,0.0,NULL,NULL,Y
13053,Gold Glove,2013,AL,hosmeer01,NULL,NULL,NULL,NULL,1B,N
13054,Silver Slugger,2013,AL,hunteto01,NULL,NULL,NULL,NULL,OF,N
13055,MVP,2013,AL,hunteto01,2.0,420.0,0.0,NULL,NULL,Y
13056,BBWAA Manager of the Year,2013,NL,hurdlcl01,NULL,NULL,NULL,NULL,NULL,N
13057,TSN Manager of the Year,2013,NL,hurdlcl01,NULL,NULL,NULL,NULL,NULL,N
13058,BBWAA Manager of the Year,2013,NL,hurdlcl01,140.0,150.0,25.0,NULL,NULL,Y
13059,Rookie of the Year,2013,AL,iglesjo01,80.0,150.0,5.0,NULL,NULL,Y
13060,MVP,2013,AL,iwakuhi01,2.0,420.0,0.0,NULL,NULL,Y
13061,Cy Young,2013,AL,iwakuhi01,73.0,210.0,0.0,NULL,NULL,Y
13062,Gold Glove,2013,AL,jonesad01,NULL,NULL,NULL,NULL,CF,N
13063,Silver Slugger,2013,AL,jonesad01,NULL,NULL,NULL,NULL,OF,N
13064,MVP,2013,AL,jonesad01,9.0,420.0,0.0,NULL,NULL,Y
13065,Branch Rickey Award,2013,ML,kershcl01,NULL,NULL,NULL,NULL,NULL,N
13066,Cy Young Award,2013,NL,kershcl01,NULL,NULL,NULL,NULL,NULL,N
13067,MVP,2013,NL,kershcl01,146.0,420.0,0.0,NULL,NULL,Y
13068,Cy Young,2013,NL,kershcl01,207.0,210.0,29.0,NULL,NULL,Y
13069,MVP,2013,NL,kimbrcr01,27.0,420.0,0.0,NULL,NULL,Y
13070,Cy Young,2013,NL,kimbrcr01,39.0,210.0,0.0,NULL,NULL,Y
13071,MVP,2013,AL,kipnija01,31.0,420.0,0.0,NULL,NULL,Y
13072,Cy Young,2013,NL,leecl02,32.0,210.0,0.0,NULL,NULL,Y
13073,BBWAA Manager of the Year,2013,AL,leylaji99,3.0,150.0,0.0,NULL,NULL,Y
13074,Comeback Player of the Year,2013,NL,liriafr01,NULL,NULL,NULL,NULL,NULL,N
13075,Cy Young,2013,NL,liriafr01,3.0,210.0,0.0,NULL,NULL,Y
13076,MVP,2013,AL,longoev01,103.0,420.0,0.0,NULL,NULL,Y
13077,Rookie of the Year,2013,AL,loughda01,1.0,150.0,0.0,NULL,NULL,Y
13078,Gold Glove,2013,AL,machama01,NULL,NULL,NULL,NULL,3B,N
13079,MVP,2013,AL,machama01,57.0,420.0,0.0,NULL,NULL,Y
13080,BBWAA Manager of the Year,2013,AL,maddojo99,9.0,150.0,0.0,NULL,NULL,Y
13081,MVP,2013,NL,martiru01,1.0,420.0,0.0,NULL,NULL,Y
13082,BBWAA Manager of the Year,2013,NL,mathemi01,19.0,150.0,0.0,NULL,NULL,Y
13083,BBWAA Manager of the Year,2013,NL,mattido01,68.0,150.0,2.0,NULL,NULL,Y
13084,Silver Slugger,2013,AL,mauerjo01,NULL,NULL,NULL,NULL,C,N
13085,Most Valuable Player,2013,NL,mccutan01,NULL,NULL,NULL,NULL,NULL,N
13086,Silver Slugger,2013,NL,mccutan01,NULL,NULL,NULL,NULL,OF,N
13087,MVP,2013,NL,mccutan01,409.0,420.0,28.0,NULL,NULL,Y
13088,BBWAA Manager of the Year,2013,AL,melvibo01,36.0,150.0,2.0,NULL,NULL,Y
13089,Rookie of the Year,2013,NL,millesh01,12.0,150.0,0.0,NULL,NULL,Y
13090,Gold Glove,2013,NL,molinya01,NULL,NULL,NULL,NULL,C,N
13091,Silver Slugger,2013,NL,molinya01,NULL,NULL,NULL,NULL,C,N
13092,MVP,2013,NL,molinya01,219.0,420.0,2.0,NULL,NULL,Y
13093,Cy Young,2013,AL,moorema02,4.0,210.0,0.0,NULL,NULL,Y
13094,Rookie of the Year,2013,AL,myerswi01,NULL,NULL,NULL,NULL,NULL,N
13095,Rookie of the Year,2013,AL,myerswi01,131.0,150.0,23.0,NULL,NULL,Y
13096,Silver Slugger,2013,AL,ortizda01,NULL,NULL,NULL,NULL,DH,N
13097,World Series MVP,2013,ML,ortizda01,NULL,NULL,NULL,NULL,NULL,N
13098,MVP,2013,AL,ortizda01,47.0,420.0,0.0,NULL,NULL,Y
13099,Gold Glove,2013,NL,parrage01,NULL,NULL,NULL,NULL,RF,N
13100,Gold Glove,2013,AL,pedrodu01,NULL,NULL,NULL,NULL,2B,N
13101,MVP,2013,AL,pedrodu01,99.0,420.0,0.0,NULL,NULL,Y
13102,MVP,2013,NL,pencehu01,7.0,420.0,0.0,NULL,NULL,Y
13103,Rookie of the Year,2013,AL,perezma02,2.0,150.0,0.0,NULL,NULL,Y
13104,Gold Glove,2013,AL,perezsa02,NULL,NULL,NULL,NULL,C,N
13105,MVP,2013,AL,perezsa02,1.0,420.0,0.0,NULL,NULL,Y
13106,Gold Glove,2013,NL,phillbr01,NULL,NULL,NULL,NULL,2B,N
13107,MVP,2013,NL,poseybu01,3.0,420.0,0.0,NULL,NULL,Y
13108,MVP,2013,NL,puigya01,10.0,420.0,0.0,NULL,NULL,Y
13109,Rookie of the Year,2013,NL,puigya01,95.0,150.0,4.0,NULL,NULL,Y
13110,MVP,2013,NL,ramirha01,58.0,420.0,0.0,NULL,NULL,Y
13111,All-Star Game MVP,2013,NL,riverma01,NULL,NULL,NULL,NULL,NULL,N
13112,Comeback Player of the Year,2013,AL,riverma01,NULL,NULL,NULL,NULL,NULL,N
13113,Rookie of the Year,2013,NL,ryuhy01,10.0,150.0,0.0,NULL,NULL,Y
13114,Cy Young,2013,AL,salech01,44.0,210.0,1.0,NULL,NULL,Y
13115,Cy Young,2013,AL,sanchan01,46.0,210.0,1.0,NULL,NULL,Y
13116,MVP,2013,AL,santaca01,3.0,420.0,0.0,NULL,NULL,Y
13117,Cy Young Award,2013,AL,scherma01,NULL,NULL,NULL,NULL,NULL,N
13118,MVP,2013,AL,scherma01,25.0,420.0,0.0,NULL,NULL,Y
13119,Cy Young,2013,AL,scherma01,203.0,210.0,28.0,NULL,NULL,Y
13120,Cy Young,2013,AL,shielja02,2.0,210.0,0.0,NULL,NULL,Y
13121,BBWAA Manager of the Year,2013,AL,showabu99,1.0,150.0,0.0,NULL,NULL,Y
13122,Rookie of the Year,2013,AL,shuckja01,4.0,150.0,0.0,NULL,NULL,Y
13123,Gold Glove,2013,NL,simmoan01,NULL,NULL,NULL,NULL,SS,N
13124,MVP,2013,NL,simmoan01,14.0,420.0,0.0,NULL,NULL,Y
